ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
7724346,HS531368,09/23/2010 04:00:00 PM,063XX S DAMEN AVE,0820,THEFT,$500 AND UNDER,GAS STATION,false,false,0726,007,15,67,06,1164113,1862700,2010,02/10/2018 03:50:01 PM,41.778868505,-87.673896581,(41.778868505, -87.673896581)
3351814,HK390414,05/26/2004 08:30:00 PM,026XX N WESTERN AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1411,014,1,22,06,1159915,1917314,2004,02/10/2018 03:50:01 PM,41.928822325,-87.687781609,(41.928822325, -87.687781609)
3721767,HK827285,12/25/2004 05:30:00 AM,013XX N WOLCOTT AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,true,true,1424,014,1,24,26,1163660,1908999,2004,02/28/2018 03:56:25 PM,41.90592722,-87.674254786,(41.90592722, -87.674254786)
3920137,HL291718,04/13/2005 02:25:00 AM,066XX S LAFLIN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,0725,007,17,67,08B,1167481,1860661,2005,02/28/2018 03:56:25 PM,41.773201693,-87.661607587,(41.773201693, -87.661607587)
8206835,HT440744,08/09/2011 03:00:00 PM,117XX S PERRY AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,"SCHOOL, PRIVATE, GROUNDS",false,false,0522,005,34,53,14,1177687,1827127,2011,02/10/2018 03:50:01 PM,41.680955235,-87.625206276,(41.680955235, -87.625206276)
4100207,HL362884,05/17/2005 11:49:00 PM,068XX S ASHLAND AVE,2027,NARCOTICS,POSS: CRACK,STREET,true,false,0725,007,17,67,18,1166850,1859459,2005,02/10/2018 03:50:01 PM,41.769916749,-87.663954978,(41.769916749, -87.663954978)
8179534,HT414386,07/25/2011 03:00:00 AM,034XX W CHICAGO AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,1121,011,27,23,06,1153483,1905125,2011,02/10/2018 03:50:01 PM,41.895505083,-87.71174182,(41.895505083, -87.71174182)
8114400,HT349401,06/15/2011 10:05:00 PM,115XX S MICHIGAN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,true,false,0532,005,9,53,18,1178884,1828608,2011,02/10/2018 03:50:01 PM,41.684992237,-87.620779831,(41.684992237, -87.620779831)
7331449,HS135842,01/25/2010 12:50:00 AM,037XX W ARMITAGE AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,TAVERN/LIQUOR STORE,true,false,2525,025,26,22,04B,1150906,1913025,2010,02/10/2018 03:50:01 PM,41.917234286,-87.720999473,(41.917234286, -87.720999473)
9211253,HW357307,05/21/2013 09:00:00 AM,035XX S MICHIGAN AVE,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,OTHER,true,false,0213,002,3,35,26,1177772,1881665,2013,02/10/2018 03:50:01 PM,41.830611847,-87.623247369,(41.830611847, -87.623247369)
7274150,HR689253,12/14/2009 06:45:00 AM,041XX S MICHIGAN AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0214,002,3,38,05,1177844,1877614,2009,02/28/2018 03:56:25 PM,41.819493942,-87.623106069,(41.819493942, -87.623106069)
10360044,HY551746,12/27/2015 02:25:00 PM,004XX W ST JAMES PL,1340,CRIMINAL DAMAGE,TO STATE SUP PROP,SIDEWALK,true,false,1935,019,43,7,14,1172746,1917187,2015,02/10/2018 03:50:01 PM,41.928199062,-87.640635921,(41.928199062, -87.640635921)
10974664,JA298885,06/09/2017 06:00:00 AM,107XX S YATES AVE,0820,THEFT,$500 AND UNDER,CHA PARKING LOT/GROUNDS,false,false,0434,004,10,51,06,1194345,1834388,2017,02/10/2018 03:50:01 PM,41.700488327,-87.563992984,(41.700488327, -87.563992984)
3187242,HK194352,02/14/2004 11:30:00 AM,047XX W GEORGE ST,0810,THEFT,OVER $500,STREET,false,false,2521,025,31,19,06,1144118,1918857,2004,02/28/2018 03:56:25 PM,41.933368162,-87.745792093,(41.933368162, -87.745792093)
1615373,G390067,07/04/2001 03:00:00 PM,007XX S ST LOUIS AV,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1133,011,,,07,1153196,1896596,2001,08/17/2015 03:03:40 PM,41.872106331,-87.713022336,(41.872106331, -87.713022336)
5108819,HM705860,11/07/2006 02:26:02 AM,010XX W WILSON AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,2313,019,46,3,08B,1168692,1930721,2006,02/28/2018 03:56:25 PM,41.965425822,-87.655139299,(41.965425822, -87.655139299)
10799393,HZ569808,12/30/2016 03:00:00 AM,074XX S SOUTH SHORE DR,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,false,false,0334,003,7,43,14,1195788,1856597,2016,02/10/2018 03:50:01 PM,41.761396234,-87.557976827,(41.761396234, -87.557976827)
2619717,HJ201905,02/24/2003 11:14:43 AM,021XX W 35TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0913,009,11,59,18,1162628,1881450,2003,02/28/2018 03:56:25 PM,41.830351927,-87.678817275,(41.830351927, -87.678817275)
5187144,HM778621,12/16/2006 09:30:00 PM,037XX N SOUTHPORT AVE,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,1923,019,44,6,06,1166291,1925364,2006,02/28/2018 03:56:25 PM,41.950777806,-87.664121019,(41.950777806, -87.664121019)
8774851,HV449267,08/18/2012 07:00:00 PM,020XX W 47TH ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,CURRENCY EXCHANGE,false,false,0931,009,12,61,11,1163779,1873499,2012,02/10/2018 03:50:01 PM,41.808509341,-87.674817794,(41.808509341, -87.674817794)
6439692,HP503182,08/09/2008 12:41:00 AM,029XX W 64TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0823,008,15,66,14,1158000,1862063,2008,02/28/2018 03:56:25 PM,41.777246938,-87.696324784,(41.777246938, -87.696324784)
6588624,HP653278,10/28/2008 09:45:10 PM,016XX E 71ST ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0324,003,5,43,18,1188347,1858204,2008,02/10/2018 03:50:01 PM,41.765986792,-87.585197038,(41.765986792, -87.585197038)
11119029,JA471960,10/14/2017 07:30:00 PM,032XX N FRANCISCO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1733,017,33,21,14,1156483,1921280,2017,02/10/2018 03:50:01 PM,41.939775527,-87.700285511,(41.939775527, -87.700285511)
4346453,HL585097,09/01/2005 12:12:33 PM,028XX E 87TH ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0423,004,10,46,19,1196920,1847844,2005,02/28/2018 03:56:25 PM,41.73734928,-87.554118568,(41.73734928, -87.554118568)
5986971,HN779872,12/27/2007 11:50:23 AM,0000X S LOTUS AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,true,false,1522,015,29,25,15,1139888,1899375,2007,02/28/2018 03:56:25 PM,41.879985785,-87.761814302,(41.879985785, -87.761814302)
2327478,HH609013,08/27/2002 07:30:00 PM,012XX S KOLIN AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1011,010,24,29,18,1147579,1894033,2002,02/28/2018 03:56:25 PM,41.865182687,-87.733710628,(41.865182687, -87.733710628)
1820835,G646191,10/27/2001 11:17:00 AM,057XX S ABERDEEN ST,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,STREET,true,false,0712,007,,,18,1169918,1866889,2001,08/17/2015 03:03:40 PM,41.790239485,-87.652493369,(41.790239485, -87.652493369)
2268662,HH520777,07/19/2002 01:15:00 PM,011XX N LAWNDALE AVE,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,STREET,true,false,1112,011,27,23,18,1151504,1907267,2002,02/28/2018 03:56:25 PM,41.901422057,-87.718953928,(41.901422057, -87.718953928)
4585989,HM177036,02/12/2006 02:00:00 AM,020XX W 17TH ST,0460,BATTERY,SIMPLE,RESIDENCE,false,false,1223,012,25,31,08B,1162957,1891722,2006,02/28/2018 03:56:25 PM,41.858532466,-87.677322283,(41.858532466, -87.677322283)
3528669,HK570796,08/20/2004 08:55:00 PM,023XX N LAKE SHORE DR NB,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARK PROPERTY,true,false,1814,018,43,7,18,1175401,1916171,2004,02/28/2018 03:56:25 PM,41.925351849,-87.630910441,(41.925351849, -87.630910441)
1316958,G008537,01/02/2001 11:00:00 PM,076XX S PHILLIPS AV,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,true,true,0421,004,,,20,1193817,1854786,2001,08/17/2015 03:03:40 PM,41.756475235,-87.565259825,(41.756475235, -87.565259825)
8599025,HV272988,05/05/2012 06:00:00 AM,082XX S KINGSTON AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0423,004,7,46,06,1194606,1850862,2012,02/04/2016 06:33:39 AM,41.745688103,-87.56249719,(41.745688103, -87.56249719)
6623604,HP695824,11/21/2008 10:50:00 PM,097XX S HARVARD AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,true,false,0511,005,21,49,18,1175675,1840300,2008,02/28/2018 03:56:25 PM,41.717149024,-87.632178642,(41.717149024, -87.632178642)
6618413,HP689187,11/18/2008 10:05:00 AM,007XX E 111TH ST,0560,ASSAULT,SIMPLE,STREET,false,false,0531,005,9,50,08A,1183356,1831503,2008,02/10/2018 03:50:01 PM,41.692833841,-87.60431945,(41.692833841, -87.60431945)
7100230,HR508697,08/28/2009 09:30:00 PM,009XX W 78TH ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0621,006,17,71,08B,1171493,1853118,2009,02/28/2018 03:56:25 PM,41.752415828,-87.647121163,(41.752415828, -87.647121163)
7529134,HS325371,05/24/2010 08:30:00 AM,064XX W IRVING PARK RD,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,1632,016,38,17,14,1132680,1925900,2010,02/10/2018 03:50:01 PM,41.952902336,-87.787661949,(41.952902336, -87.787661949)
7474755,HS277029,04/26/2010 12:00:00 AM,069XX S MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0322,003,6,69,14,1178362,1859036,2010,02/10/2018 03:50:01 PM,41.768502382,-87.621769953,(41.768502382, -87.621769953)
11158033,JA523343,11/24/2017 01:45:00 AM,003XX N LOTUS AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,1523,015,28,25,26,1139889,1901686,2017,02/10/2018 03:50:01 PM,41.886327445,-87.761754112,(41.886327445, -87.761754112)
3513613,HK591908,08/29/2004 12:00:00 AM,033XX N HALSTED ST,0890,THEFT,FROM BUILDING,TAVERN/LIQUOR STORE,false,false,2331,019,44,6,06,1170327,1922601,2004,02/28/2018 03:56:25 PM,41.943108594,-87.649366085,(41.943108594, -87.649366085)
1608958,G383548,06/23/2001 11:50:00 PM,0000X E NORTH AV,031A,ROBBERY,ARMED: HANDGUN,PARK PROPERTY,false,false,1814,018,,,03,1176537,1911130,2001,08/17/2015 03:03:40 PM,41.911493539,-87.626888869,(41.911493539, -87.626888869)
8710288,HV387003,07/17/2012 07:15:00 AM,063XX S ASHLAND AVE,0810,THEFT,OVER $500,RESTAURANT,false,false,0725,007,16,67,06,1166760,1862591,2012,02/04/2016 06:33:39 AM,41.778513283,-87.664195553,(41.778513283, -87.664195553)
11027208,JA358590,07/18/2017 03:00:00 PM,043XX N DAYTON ST,0810,THEFT,OVER $500,RESIDENCE,false,false,1915,019,46,3,06,1169782,1929172,2017,02/10/2018 03:50:01 PM,41.961151573,-87.65117698,(41.961151573, -87.65117698)
6234114,HP312704,05/02/2008 11:30:00 AM,012XX N ROCKWELL ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1423,014,26,24,18,1158838,1908373,2008,02/04/2016 06:33:39 AM,41.904309724,-87.691984937,(41.904309724, -87.691984937)
5150282,HM745505,11/28/2006 03:30:00 PM,007XX E 91ST PL,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,true,false,0633,006,6,44,04A,1182721,1844465,2006,02/28/2018 03:56:25 PM,41.728417923,-87.606243561,(41.728417923, -87.606243561)
7645597,HS450074,08/07/2010 04:35:00 AM,043XX W MADISON ST,0880,THEFT,PURSE-SNATCHING,STREET,false,false,1115,011,28,26,06,1147410,1899660,2010,02/10/2018 03:50:01 PM,41.880627082,-87.734186849,(41.880627082, -87.734186849)
1323370,G014282,01/07/2001 05:10:00 PM,052XX W OAKDALE AV,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2514,025,,,14,1140979,1919072,2001,08/17/2015 03:03:40 PM,41.934016594,-87.757322558,(41.934016594, -87.757322558)
2414744,HH721836,10/18/2002 09:25:00 AM,065XX S STEWART AVE,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,0722,007,20,68,08A,1174750,1861605,2002,02/28/2018 03:56:25 PM,41.775633247,-87.634933167,(41.775633247, -87.634933167)
3193116,HK202914,02/24/2004 04:14:00 AM,068XX S LAFLIN ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,0725,007,17,67,26,1167514,1859382,2004,02/28/2018 03:56:25 PM,41.769691245,-87.66152324,(41.769691245, -87.66152324)
7217537,HR633434,11/08/2009 09:45:00 PM,024XX W 72ND ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0832,008,18,66,14,1161171,1856839,2009,02/28/2018 03:56:25 PM,41.762846492,-87.684844259,(41.762846492, -87.684844259)
3595728,HK688063,10/15/2004 08:00:00 AM,102XX S HOXIE AVE,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,RESIDENCE,false,false,0431,004,10,51,26,1195162,1837545,2004,02/28/2018 03:56:25 PM,41.709131384,-87.560897813,(41.709131384, -87.560897813)
10641649,HZ393442,08/15/2016 04:30:00 PM,012XX N ASHLAND AVE,0810,THEFT,OVER $500,SIDEWALK,false,false,1424,014,1,24,06,1165506,1908134,2016,02/10/2018 03:50:01 PM,41.90351448,-87.667498444,(41.90351448, -87.667498444)
10224276,HY411067,09/05/2015 02:05:00 AM,059XX W RACE AVE,031A,ROBBERY,ARMED: HANDGUN,RESIDENCE PORCH/HALLWAY,false,false,1512,015,29,25,03,1136680,1903015,2015,02/10/2018 03:50:01 PM,41.890032444,-87.773506672,(41.890032444, -87.773506672)
9460844,HX113815,09/13/2013 12:01:00 AM,106XX S EBERHART AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,DRIVEWAY - RESIDENTIAL,false,false,0512,005,9,49,06,1181465,1834478,2013,02/10/2018 03:50:01 PM,41.701041352,-87.611151367,(41.701041352, -87.611151367)
9034406,HW181477,02/15/2013 01:52:00 PM,008XX N CLARK ST,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,BANK,false,false,1832,018,42,8,10,1175393,1905828,2013,02/10/2018 03:50:01 PM,41.896970377,-87.631250927,(41.896970377, -87.631250927)
1546197,G298513,05/23/2001 09:15:00 PM,009XX W WILSON AV,1570,SEX OFFENSE,PUBLIC INDECENCY,PARKING LOT/GARAGE(NON.RESID.),true,false,2312,019,,,17,1169403,1930780,2001,08/17/2015 03:03:40 PM,41.965572247,-87.652523404,(41.965572247, -87.652523404)
8464121,HV140916,02/01/2012 11:55:00 AM,032XX W PETERSON AVE,0820,THEFT,$500 AND UNDER,"SCHOOL, PRIVATE, GROUNDS",false,false,1711,017,50,13,06,1153821,1939701,2012,02/10/2018 03:50:01 PM,41.990377425,-87.709576338,(41.990377425, -87.709576338)
2165126,HH408422,05/18/2002 07:03:00 PM,026XX N ELSTON AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,DEPARTMENT STORE,false,false,1432,014,1,22,11,1160906,1917621,2002,02/28/2018 03:56:25 PM,41.929644221,-87.684131464,(41.929644221, -87.684131464)
5993698,HN783602,12/29/2007 04:12:12 PM,056XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,0234,002,20,40,08B,1179887,1867687,2007,02/10/2018 03:50:01 PM,41.792206818,-87.615915568,(41.792206818, -87.615915568)
4466786,HL761533,11/28/2005 03:00:00 PM,039XX W CHICAGO AVE,0460,BATTERY,SIMPLE,STREET,false,false,1112,011,27,23,08B,1150161,1905059,2005,02/28/2018 03:56:25 PM,41.895389368,-87.723944549,(41.895389368, -87.723944549)
10061374,HY249960,05/06/2015 08:57:00 PM,003XX E PERSHING RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0212,002,3,35,18,1179262,1879203,2015,02/10/2018 03:50:01 PM,41.823822003,-87.617855783,(41.823822003, -87.617855783)
2102151,HH327130,04/24/2002 02:00:00 AM,069XX S HONORE ST,0460,BATTERY,SIMPLE,RESIDENCE,false,true,0735,007,17,67,08B,1165216,1858651,2002,02/28/2018 03:56:25 PM,41.76773423,-87.669967379,(41.76773423, -87.669967379)
6981532,HR386485,06/21/2009 04:30:00 AM,015XX N ROCKWELL ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,1423,014,26,24,14,1158796,1910133,2009,02/28/2018 03:56:25 PM,41.909140168,-87.692090885,(41.909140168, -87.692090885)
7011705,HR418734,07/08/2009 04:30:00 PM,0000X S COLUMBUS DR,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,0124,001,42,32,06,1178284,1900098,2009,02/04/2016 06:33:39 AM,41.881181568,-87.62080761,(41.881181568, -87.62080761)
11337139,JB293084,05/31/2018 08:15:00 AM,010XX W NORTH SHORE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,2432,024,49,1,05,1167860,1944673,2018,06/07/2018 03:54:58 PM,42.003728485,-87.657793756,(42.003728485, -87.657793756)
11241137,JB165988,02/24/2018 04:00:00 PM,015XX S WABASH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0131,001,2,33,14,1177014,1892855,2018,05/04/2018 03:51:04 PM,41.861335178,-87.625690175,(41.861335178, -87.625690175)
3913817,HL289744,04/11/2005 08:00:00 PM,082XX S DREXEL AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0631,006,8,44,05,1183668,1850569,2005,02/28/2018 03:56:25 PM,41.745145973,-87.602584683,(41.745145973, -87.602584683)
1995619,HH189577,02/15/2002 11:38:25 PM,010XX N SPRINGFIELD AV,0460,BATTERY,SIMPLE,RESIDENCE,true,true,1112,011,,,08B,1150196,1906666,2002,02/28/2018 03:56:25 PM,41.899798457,-87.723774067,(41.899798457, -87.723774067)
6782036,HR195715,02/23/2009 03:58:00 AM,046XX W NORTH AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,ATM (AUTOMATIC TELLER MACHINE),false,false,2533,025,37,25,11,1145011,1910225,2009,02/28/2018 03:56:25 PM,41.909664252,-87.742728815,(41.909664252, -87.742728815)
6934936,HR339637,05/25/2009 04:00:00 AM,028XX N WHIPPLE ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,1411,014,35,21,03,1155556,1918625,2009,02/28/2018 03:56:25 PM,41.932508748,-87.703764188,(41.932508748, -87.703764188)
2061022,HH277090,03/31/2002 05:15:00 AM,020XX W 70 ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0735,007,,,05,1164047,1858235,2002,02/28/2018 03:56:25 PM,41.766617329,-87.674263985,(41.766617329, -87.674263985)
6468359,HP547121,08/23/2008 02:00:00 PM,068XX S INDIANA AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,0322,003,20,69,08A,1178771,1859807,2008,02/28/2018 03:56:25 PM,41.770608792,-87.620247348,(41.770608792, -87.620247348)
9131548,HW273640,05/14/2013 10:28:00 AM,055XX S WOLCOTT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0715,007,15,67,14,1164633,1867894,2013,02/10/2018 03:50:01 PM,41.793110546,-87.671843716,(41.793110546, -87.671843716)
3908688,HL281431,04/07/2005 11:50:00 PM,039XX N FRANCISCO AVE,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,true,false,1733,017,33,16,07,1156347,1926093,2005,02/10/2018 03:50:01 PM,41.952985474,-87.700654782,(41.952985474, -87.700654782)
1955381,HH130279,01/02/2002 08:00:00 AM,034XX W FILLMORE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT/GARAGE(NON.RESID.),false,false,1133,011,,,14,1153700,1895161,2002,02/10/2018 03:50:01 PM,41.868158526,-87.711210111,(41.868158526, -87.711210111)
5619646,HN426071,01/24/2007 07:00:00 PM,016XX S KILDARE AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1012,010,24,29,08B,1147988,1891521,2007,02/28/2018 03:56:25 PM,41.8582816,-87.732273724,(41.8582816, -87.732273724)
2339939,HH632918,09/07/2002 07:25:00 PM,061XX S JUSTINE ST,0560,ASSAULT,SIMPLE,APARTMENT,false,true,0713,007,15,67,08A,1167062,1863920,2002,02/28/2018 03:56:25 PM,41.782153772,-87.663050423,(41.782153772, -87.663050423)
3078065,HJ800049,12/05/2003 02:30:00 PM,046XX W IRVING PARK RD,0810,THEFT,OVER $500,DEPARTMENT STORE,true,false,1722,017,45,15,06,1144677,1926187,2003,02/28/2018 03:56:25 PM,41.95347181,-87.743552438,(41.95347181, -87.743552438)
5713771,HN517362,08/08/2007 09:01:19 PM,015XX S KENNETH AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1012,010,24,29,18,1146973,1892027,2007,02/28/2018 03:56:25 PM,41.859689566,-87.735986531,(41.859689566, -87.735986531)
6099152,HP193552,02/25/2008 11:30:00 AM,004XX W CHICAGO AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,false,false,1823,018,27,8,26,,,2008,08/17/2015 03:03:40 PM,,,
7794539,HS604194,11/08/2010 12:10:00 AM,035XX W 38TH ST,2027,NARCOTICS,POSS: CRACK,STREET,true,false,0913,009,12,58,18,1153482,1879174,2010,02/04/2016 06:33:39 AM,41.824292604,-87.712434768,(41.824292604, -87.712434768)
10855717,JA160952,02/17/2017 05:30:00 PM,091XX S SOUTH CHICAGO AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0423,004,7,46,11,1196826,1844863,2017,02/10/2018 03:50:01 PM,41.729171506,-87.55456177,(41.729171506, -87.55456177)
9506079,HX161629,02/22/2014 05:00:00 PM,023XX W BELDEN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CONSTRUCTION SITE,false,false,1432,014,32,22,14,1160343,1915339,2014,02/04/2016 06:33:39 AM,41.923393937,-87.686263615,(41.923393937, -87.686263615)
6799207,HR208430,03/10/2009 04:45:00 PM,014XX W MORSE AVE,0440,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,SIDEWALK,true,true,2431,024,49,1,08B,1165659,1946181,2009,02/28/2018 03:56:25 PM,42.007913834,-87.665847907,(42.007913834, -87.665847907)
4821193,HM421432,06/17/2006 07:45:00 PM,024XX E 76TH ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0421,004,7,43,06,1193978,1855050,2006,02/28/2018 03:56:25 PM,41.757195725,-87.564661158,(41.757195725, -87.564661158)
5821889,HN623907,09/28/2007 04:00:00 PM,013XX W ESTES AVE,0460,BATTERY,SIMPLE,APARTMENT,true,false,2423,024,49,1,08B,1166250,1947529,2007,02/28/2018 03:56:25 PM,42.011600103,-87.663634697,(42.011600103, -87.663634697)
8809596,HV482738,09/19/2012 04:00:00 PM,046XX S ASHLAND AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,CURRENCY EXCHANGE,false,false,0924,009,3,61,11,1166461,1873646,2012,02/10/2018 03:50:01 PM,41.808855912,-87.664976619,(41.808855912, -87.664976619)
8378185,HT611490,11/30/2011 12:17:00 PM,017XX N CICERO AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,false,false,2533,025,37,25,07,1144127,1911300,2011,02/04/2016 06:33:39 AM,41.912630823,-87.745949249,(41.912630823, -87.745949249)
2960369,HJ651435,09/24/2003 06:33:07 PM,008XX E 88TH PL,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,0632,006,8,44,26,1183442,1846480,2003,02/10/2018 03:50:01 PM,41.73393057,-87.603539831,(41.73393057, -87.603539831)
1641979,G424626,07/19/2001 10:00:00 PM,051XX S ASHLAND AV,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,true,false,0932,009,,,14,1166501,1870741,2001,08/17/2015 03:03:40 PM,41.800883405,-87.66491277,(41.800883405, -87.66491277)
11056750,JA393744,08/16/2017 02:20:00 PM,043XX N RIDGEWAY AVE,0890,THEFT,FROM BUILDING,RESIDENTIAL YARD (FRONT/BACK),false,false,1723,017,39,16,06,1150612,1928571,2017,02/10/2018 03:50:01 PM,41.959899527,-87.721672109,(41.959899527, -87.721672109)
10253383,HY441256,09/28/2015 08:55:00 AM,016XX N PULASKI RD,0860,THEFT,RETAIL THEFT,DRUG STORE,true,false,2535,025,30,23,06,1149466,1910591,2015,02/10/2018 03:50:01 PM,41.91058325,-87.726353375,(41.91058325, -87.726353375)
6312308,HP331309,05/12/2008 01:15:00 PM,040XX W MELROSE ST,1505,PROSTITUTION,CALL OPERATION,APARTMENT,true,false,1731,017,31,16,16,1148915,1921305,2008,02/28/2018 03:56:25 PM,41.93999412,-87.728099751,(41.93999412, -87.728099751)
1844675,G671994,11/07/2001 09:30:09 PM,046XX N CENTRAL AV,2022,NARCOTICS,POSS: COCAINE,SIDEWALK,true,false,1622,016,,,18,1138129,1930212,2001,08/17/2015 03:03:40 PM,41.964637918,-87.767526122,(41.964637918, -87.767526122)
3796342,HL162487,02/02/2005 09:50:00 AM,085XX S COTTAGE GROVE AVE,0890,THEFT,FROM BUILDING,DEPARTMENT STORE,true,false,0632,006,6,44,06,1183056,1848421,2005,02/28/2018 03:56:25 PM,41.739265865,-87.604893749,(41.739265865, -87.604893749)
5350792,HN201495,03/01/2007 06:00:00 AM,012XX S LAWNDALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1011,010,24,29,08B,1151904,1894143,2007,02/28/2018 03:56:25 PM,41.865400546,-87.71783042,(41.865400546, -87.71783042)
7102592,HR512010,08/31/2009 12:30:00 AM,052XX S WOOD ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0932,009,16,61,19,1165234,1870005,2009,02/04/2016 06:33:39 AM,41.798890676,-87.669580138,(41.798890676, -87.669580138)
10358054,HY549113,12/24/2015 11:30:00 AM,030XX N CLIFTON AVE,0820,THEFT,$500 AND UNDER,OTHER,false,false,1933,019,44,6,06,1168091,1920319,2015,02/10/2018 03:50:01 PM,41.936895346,-87.657650554,(41.936895346, -87.657650554)
6241783,HP325225,05/08/2008 10:40:00 PM,005XX W 72ND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,false,0732,007,6,68,08B,1173996,1857171,2008,02/28/2018 03:56:25 PM,41.763482606,-87.637828684,(41.763482606, -87.637828684)
